res/atlas.png

#Unit icons
sprite,unit_triangle_up,0,0,32,32,0,0
sprite,unit_triangle_down,32,0,32,32,0,0
sprite,unit_diamiond,64,0,32,32,0,0
sprite,unit_square,96,0,32,32,0,0
sprite,unit_pentagram,128,0,32,32,0,0
sprite,unit_hexagon,160,0,32,32,0,0
sprite,unit_octagon,192,0,32,32,0,0
sprite,unit_circle,224,0,32,32,0,0

#Elemental Symbols
sprite,sym_fire,0,32,16,16,0,0
sprite,sym_wind,16,32,16,16,0,0
sprite,sym_earth,32,32,16,16,0,0
sprite,sym_water,48,32,16,16,0,0
sprite,sym_ice,64,32,16,16,0,0
sprite,sym_energy,80,32,16,16,0,0
sprite,sym_light,96,32,16,16,0,0
sprite,sym_creation,112,32,16,16,0,0
sprite,sym_destruction,128,32,16,16,0,0
sprite,sym_space,144,32,16,16,0,0
sprite,sym_time,160,32,16,16,0,0

#Symbols
sprite,sym_dot_1,0,48,16,16,0,0
sprite,sym_dot_2,16,48,16,16,0,0
sprite,sym_dot_3,32,48,16,16,0,0
sprite,sym_dot_4,48,48,16,16,0,0
sprite,sym_square_1,64,48,16,16,0,0
sprite,sym_square_2,80,48,16,16,0,0
sprite,sym_square_3,96,48,16,16,0,0
sprite,sym_cross,112,48,16,16,0,0
sprite,sym_arch,128,48,16,16,0,0
sprite,sym_lines,144,48,16,16,0,0
sprite,sym_plus,160,48,16,16,0,0
sprite,sym_e,176,48,16,16,0,0

#Tiles
sprite,tile_1,0,64,16,16,0,0
sprite,tile_2,16,64,16,16,0,0
sprite,tile_3,32,64,16,16,0,0
sprite,tile_4,48,64,16,16,0,0
sprite,tile_5,64,64,16,16,0,0
sprite,tile_6,80,64,16,16,0,0
sprite,tile_7,96,64,16,16,0,0
sprite,tile_8,112,64,16,16,0,0
sprite,tile_rock_1,128,64,16,16,0,0
sprite,tile_rock_2,144,64,16,16,0,0
sprite,tile_resource,160,64,16,16,0,0
